YKL067W	cluster_0
YBR247C	cluster_0
YLR186W	cluster_0
YHR148W	cluster_0
YNL075W	cluster_0
YCL059C	cluster_0
YOR056C	cluster_0
YPR144C	cluster_0
YCR031C	cluster_0
YDR447C	cluster_0
YGR081C	cluster_0
YLL011W	cluster_0
YDL060W	cluster_0
YDR449C	cluster_0
YOR145C	cluster_0
YCR057C	cluster_0
YNL207W	cluster_0
YLR264W	cluster_0
YGR054W	cluster_0
YLR222C	cluster_0
YDL213C	cluster_0
YDL014W	cluster_0
YLR129W	cluster_0
YMR128W	cluster_0
YJR002W	cluster_0
YPR137W	cluster_0
YJL109C	cluster_0
YJL069C	cluster_0
YLR409C	cluster_0
YPL266W	cluster_0
YGR090W	cluster_0
YKR060W	cluster_0
YER082C	cluster_0
YDR299W	cluster_0
YPL217C	cluster_0
YDL148C	cluster_0
YOR310C	cluster_0
YGL171W	cluster_0
YGR034W	cluster_0
YMR143W	cluster_0
YGR145W	cluster_0
YCL031C	cluster_0
YLR003C	cluster_0
YOR059C	cluster_0
YOL010W	cluster_0
YOR078W	cluster_0
YDR324C	cluster_0
YPL160W	cluster_0
YPL126W	cluster_0
YMR093W	cluster_0
YGR128C	cluster_0
YHR196W	cluster_0
YPL012W	cluster_0
YMR229C	cluster_0
YMR194W	cluster_0
YNL132W	cluster_0
YLR197W	cluster_0
YBL004W	cluster_0
YDR365C	cluster_0
YNR043W	cluster_0
YNL308C	cluster_0
YDL166C	cluster_0
YKL143W	cluster_0
YLR333C	cluster_0
YBR142W	cluster_1
YOL077C	cluster_1
YKL172W	cluster_1
YOL127W	cluster_1
YDR087C	cluster_1
YDR496C	cluster_1
YLL008W	cluster_1
YLR449W	cluster_1
YPL093W	cluster_1
YLL034C	cluster_1
YOR063W	cluster_1
YPL198W	cluster_1
YHR085W	cluster_1
YGL076C	cluster_1
YLL045C	cluster_1
YOL041C	cluster_1
YPL043W	cluster_1
YGL103W	cluster_1
YMR049C	cluster_1
YOR272W	cluster_1
YOR206W	cluster_1
YPL131W	cluster_1
YFL002C	cluster_1
YHR052W	cluster_1
YMR290C	cluster_1
YPL211W	cluster_1
YLR002C	cluster_1
YNL110C	cluster_1
YHR197W	cluster_1
YHR088W	cluster_1
YGL111W	cluster_1
YDL031W	cluster_1
YKL009W	cluster_1
YKL006W	cluster_1
YDL075W	cluster_1
YCL054W	cluster_1
YNL061W	cluster_1
YNL002C	cluster_1
YDR101C	cluster_1
YGR103W	cluster_1
YER006W	cluster_1
YGR245C	cluster_1
YPR016C	cluster_1
YER126C	cluster_1
YFR001W	cluster_1
YKR081C	cluster_1
YCR072C	cluster_1
YNL182C	cluster_1
YNR053C	cluster_1
YLR074C	cluster_1
YGL099W	cluster_1
YNL175C	cluster_1
YBR152W	cluster_2
YER172C	cluster_2
YMR240C	cluster_2
YMR288W	cluster_2
YPL213W	cluster_2
YJL203W	cluster_2
YDR473C	cluster_2
YGR091W	cluster_2
YGR075C	cluster_2
YPR178W	cluster_2
YBR055C	cluster_2
YHR165C	cluster_2
YDL030W	cluster_2
YML049C	cluster_2
YKL173W	cluster_2
YDL098C	cluster_2
YOR308C	cluster_2
YLR275W	cluster_2
YLR147C	cluster_2
YGR074W	cluster_2
YPR082C	cluster_2
YBL074C	cluster_2
YPR101W	cluster_2
YLR424W	cluster_2
YDL160C	cluster_2
YBL026W	cluster_2
YJL124C	cluster_2
YDR378C	cluster_2
YCR077C	cluster_2
YBR065C	cluster_2
YLR117C	cluster_2
YPL151C	cluster_2
YER112W	cluster_2
YNL147W	cluster_2
YDR416W	cluster_2
YGL128C	cluster_2
YER146W	cluster_2
YCR063W	cluster_2
YMR213W	cluster_2
YJR050W	cluster_2
YHR156C	cluster_2
YGR278W	cluster_2
YMR268C	cluster_2
YDR283C	cluster_2
YDL209C	cluster_2
YKR022C	cluster_2
YAL032C	cluster_2
YDR364C	cluster_2
YLL036C	cluster_2
YER013W	cluster_2
YDR394W	cluster_3
YIL075C	cluster_3
YDL147W	cluster_3
YHR027C	cluster_3
YGL048C	cluster_3
YOR259C	cluster_3
YGR135W	cluster_3
YGL011C	cluster_3
YFL007W	cluster_3
YOR362C	cluster_3
YPR103W	cluster_3
YJL001W	cluster_3
YFR050C	cluster_3
YMR314W	cluster_3
YOL038W	cluster_3
YML092C	cluster_3
YER094C	cluster_3
YGR232W	cluster_3
YER021W	cluster_3
YOR261C	cluster_3
YHL030W	cluster_3
YHR200W	cluster_3
YER012W	cluster_3
YBL041W	cluster_3
YOR117W	cluster_3
YKL145W	cluster_3
YFR004W	cluster_3
YDL097C	cluster_3
YFR052W	cluster_3
YDL007W	cluster_3
YDR427W	cluster_3
YLR421C	cluster_3
YPR108W	cluster_3
YFR010W	cluster_3
YOL087C	cluster_3
YJL063C	cluster_4
YNL005C	cluster_4
YBL038W	cluster_4
YLR189C	cluster_4
YCL014W	cluster_4
YNL284C	cluster_4
YKR085C	cluster_4
YOR150W	cluster_4
YDR462W	cluster_4
YMR024W	cluster_4
YDR322W	cluster_4
YLR439W	cluster_4
YDR237W	cluster_4
YML025C	cluster_4
YCR046C	cluster_4
YCR071C	cluster_4
YDR296W	cluster_4
YKL167C	cluster_4
YDR116C	cluster_4
YKR006C	cluster_4
YLR312W-A	cluster_4
YNL252C	cluster_4
YMR193W	cluster_4
YBR282W	cluster_4
YGR220C	cluster_4
YMR098C	cluster_4
YBR122C	cluster_4
YPL183W-A	cluster_4
YDR405W	cluster_4
YML009C	cluster_4
YMR225C	cluster_4
YHR147C	cluster_4
YPR100W	cluster_4
YJL033W	cluster_5
